id,System.Title,System.State,System.CreatedDate,System.ChangedDate,System.AssignedTo
1143,Update README with latest changes,New,2024-12-27T17:20:04.34Z,2024-12-28T20:19:47.503Z,
1144,"As a user, I want to set my timezone",Resolved,2024-12-27T17:20:04.513Z,2024-12-28T19:44:08.91Z,
1145,"As a guest, I want to browse the site without login",Resolved,2024-12-27T17:20:04.713Z,2024-12-28T19:44:10.1Z,
1146,"As a user, I want to filter search results",New,2024-12-27T17:20:05.073Z,2024-12-28T19:44:11.327Z,
1147,Database Deadlock Occurrence,New,2024-12-27T17:20:05.463Z,2024-12-28T19:33:10.83Z,
1148,"As an admin, I want to monitor system logs",Resolved,2024-12-27T17:20:05.687Z,2024-12-28T19:44:12.593Z,
1149,"As a user, I want to reset my password",New,2024-12-27T17:20:06.683Z,2024-12-28T19:44:13.787Z,
1150,"As a user, I need to change my email address",Closed,2024-12-27T17:20:07.023Z,2024-12-28T19:44:14.973Z,
1151,"As an admin, I need to manage user roles",New,2024-12-27T17:20:07.23Z,2024-12-28T19:44:16.213Z,
1152,"As a guest, I want to browse the site without login",New,2024-12-27T17:20:07.587Z,2024-12-28T19:44:17.387Z,
1153,"As a user, I need keyboard shortcuts",Resolved,2024-12-27T17:20:07.787Z,2024-12-28T19:44:18.57Z,Viviana de Oliveira
1154,"As a user, I need a responsive UI",Closed,2024-12-27T17:20:08.563Z,2024-12-28T19:44:19.763Z,
1155,"As a user, I want to set my timezone",Closed,2024-12-27T17:20:10.057Z,2024-12-28T19:44:21.033Z,
1156,"As a guest, I need limited access",New,2024-12-27T17:20:10.957Z,2024-12-28T19:44:22.233Z,
1157,"As a user, I want to deactivate my account",Closed,2024-12-27T17:20:11.13Z,2024-12-28T19:44:23.403Z,
1158,Language Translation Incorrect,New,2024-12-27T17:20:11.487Z,2024-12-28T19:33:12.043Z,
1159,Refactor user authentication module,New,2024-12-27T17:20:11.69Z,2024-12-28T20:19:49.15Z,
1160,Performance Issue on Load,New,2024-12-27T17:20:12.163Z,2024-12-28T19:33:13.31Z,
1161,"As a guest, I want to browse the site without login",Closed,2024-12-27T17:20:12.847Z,2024-12-28T19:44:24.617Z,
1162,"As a user, I need keyboard shortcuts",Active,2024-12-27T17:20:13.41Z,2024-12-28T19:44:25.89Z,
1163,Implement pagination in results,New,2024-12-27T17:20:14Z,2024-12-28T20:19:50.417Z,
1164,"As an admin, I need to schedule tasks",New,2024-12-27T17:20:14.26Z,2024-12-28T19:44:27.103Z,
1165,"As a user, I want to set my timezone",Active,2024-12-27T17:20:14.447Z,2024-12-28T19:44:28.323Z,
1166,"As a user, I want to export data",Resolved,2024-12-27T17:20:14.62Z,2024-12-28T19:44:29.53Z,
1167,Update API documentation,New,2024-12-27T17:20:14.84Z,2024-12-28T20:19:51.61Z,
1168,"As a user, I want to filter search results",New,2024-12-27T17:20:15.01Z,2024-12-28T19:44:30.737Z,
1169,"As a user, I want to reset my password",Resolved,2024-12-27T17:20:15.853Z,2024-12-28T19:44:31.967Z,
1170,"As a user, I want to deactivate my account",Resolved,2024-12-27T17:20:16.12Z,2024-12-28T19:44:33.213Z,
1171,"As a user, I need keyboard shortcuts",New,2024-12-27T17:20:16.507Z,2024-12-28T19:44:34.433Z,
1172,"As a user, I need autocomplete for forms",New,2024-12-27T17:20:16.96Z,2024-12-28T19:44:35.677Z,
1173,"As a user, I need keyboard shortcuts",Closed,2024-12-27T17:20:17.143Z,2024-12-28T19:44:36.977Z,
1174,Optimize database queries,New,2024-12-27T17:20:17.327Z,2024-12-28T20:19:52.82Z,
1175,"As an admin, I need to view system analytics",Closed,2024-12-27T17:20:17.653Z,2024-12-28T19:44:38.18Z,
1176,"As a guest, I need limited access",Resolved,2024-12-27T17:20:17.83Z,2024-12-28T19:44:39.397Z,
1177,Fix memory leak in module X,New,2024-12-27T17:20:18Z,2024-12-28T20:19:54.033Z,
1178,"As a guest, I need limited access",Closed,2024-12-27T17:20:18.4Z,2024-12-28T19:44:40.61Z,
1179,"As a user, I want to see my order history",Closed,2024-12-27T17:20:18.76Z,2024-12-28T19:44:41.827Z,
1180,"As a developer, I want to access API documentation",Resolved,2024-12-27T17:20:19.153Z,2024-12-28T19:44:43.003Z,
1181,Incorrect Validation on Login Form,Resolved,2024-12-27T17:20:19.567Z,2024-12-28T19:33:14.557Z,
1182,"As a user, I need two-factor authentication",New,2024-12-27T17:20:20.12Z,2024-12-28T19:44:44.197Z,
1183,"As a user, I want to save items to a wishlist",Active,2024-12-27T17:20:21.49Z,2024-12-28T19:44:45.39Z,Viviana de Oliveira
1184,Broken Link in Footer,New,2024-12-27T17:20:21.94Z,2024-12-28T19:33:15.793Z,
1185,Configure CI/CD pipeline,New,2024-12-27T17:20:22.25Z,2024-12-28T20:20:30.89Z,
1186,"As a user, I want to filter search results",Active,2024-12-27T17:20:22.44Z,2024-12-28T19:44:46.573Z,
1187,"As a user, I want to save items to a wishlist",Active,2024-12-27T17:20:22.62Z,2024-12-28T19:44:47.77Z,
1188,Fix session expiration issue,New,2024-12-27T17:20:23.35Z,2024-12-28T20:20:32.113Z,
1189,"As a guest, I need limited access",Resolved,2024-12-27T17:20:23.68Z,2024-12-28T19:44:49.02Z,
1190,Unexpected Logout,New,2024-12-27T17:20:24.093Z,2024-12-28T19:33:17Z,
1191,Redesign homepage layout,New,2024-12-27T17:20:24.27Z,2024-12-28T20:20:33.313Z,
1192,Optimize image loading,New,2024-12-27T17:20:24.44Z,2024-12-28T20:20:34.477Z,
1193,"As a user, I need two-factor authentication",Active,2024-12-27T17:20:24.813Z,2024-12-28T19:44:50.2Z,
1194,"As a user, I need keyboard shortcuts",Active,2024-12-27T17:20:25.297Z,2024-12-28T19:44:51.423Z,
1195,"As a user, I want to receive notifications",Resolved,2024-12-27T17:20:25.947Z,2024-12-28T19:44:52.607Z,
1196,"As a user, I need autocomplete for forms",Active,2024-12-27T17:20:26.29Z,2024-12-28T19:44:53.853Z,
1197,High Latency in Requests,New,2024-12-27T17:20:26.653Z,2024-12-28T19:33:18.227Z,
1198,Language Translation Incorrect,Closed,2024-12-27T17:20:27.677Z,2024-12-28T19:33:19.433Z,
1199,Null Pointer Exception Detected,New,2024-12-27T17:20:27.88Z,2024-12-28T19:33:20.633Z,
1200,"As a user, I want to customize my dashboard",Active,2024-12-27T17:20:28.067Z,2024-12-28T19:44:55.063Z,
1201,"As a user, I want to export data",Resolved,2024-12-27T17:20:28.613Z,2024-12-28T19:44:56.253Z,
1202,"As an admin, I want to monitor system logs",New,2024-12-27T17:20:28.85Z,2024-12-28T19:44:57.47Z,
1203,Event Listener Memory Leak,Active,2024-12-27T17:20:29.04Z,2024-12-28T19:33:21.81Z,
1204,"As a user, I want a dark mode option",Resolved,2024-12-27T17:20:29.213Z,2024-12-28T19:44:58.673Z,
1205,Redesign homepage layout,New,2024-12-27T17:20:29.57Z,2024-12-28T20:20:35.647Z,
1206,Add unit tests for new feature,New,2024-12-27T17:20:29.767Z,2024-12-28T20:20:36.817Z,
1207,Implement dark mode toggle,New,2024-12-27T17:20:30.51Z,2024-12-28T20:20:38Z,
1208,"As a user, I need to tag items",Closed,2024-12-27T17:20:31.06Z,2024-12-28T19:44:59.89Z,
1209,Memory Leak in Module X,New,2024-12-27T17:20:32.293Z,2024-12-28T19:33:23.013Z,
1210,"As a user, I want to filter search results",Active,2024-12-27T17:20:32.47Z,2024-12-28T19:45:02.11Z,
1211,"As a developer, I want to access API documentation",New,2024-12-27T17:20:32.663Z,2024-12-28T19:45:03.31Z,
1212,"As a user, I want to deactivate my account",New,2024-12-27T17:20:33.107Z,2024-12-28T19:45:04.53Z,
1213,404 Error on Resource Fetch,New,2024-12-27T17:20:33.293Z,2024-12-28T19:33:24.257Z,
1214,Improve UI responsiveness,New,2024-12-27T17:20:33.687Z,2024-12-28T20:20:39.187Z,
1215,Document deployment process,New,2024-12-27T17:20:33.923Z,2024-12-28T20:20:40.38Z,
1216,"As a manager, I want to generate reports",New,2024-12-27T17:20:34.1Z,2024-12-28T19:45:05.807Z,
1217,"As a user, I want a dark mode option",Active,2024-12-27T17:20:34.287Z,2024-12-28T19:45:07.17Z,
1218,Calculation Error in Report,New,2024-12-27T17:20:36.03Z,2024-12-28T19:33:25.45Z,
1219,"As a user, I need file upload capability",New,2024-12-27T17:20:36.21Z,2024-12-28T19:45:09.03Z,
1220,"As an admin, I want to monitor system logs",Active,2024-12-27T17:20:36.387Z,2024-12-28T19:45:10.243Z,
1221,"As an admin, I want to monitor system logs",Active,2024-12-27T17:20:36.723Z,2024-12-28T19:45:11.463Z,
1222,Write integration tests,New,2024-12-27T17:20:36.9Z,2024-12-28T20:20:41.58Z,
1223,"As an admin, I want to monitor system logs",Closed,2024-12-27T17:20:37.097Z,2024-12-28T19:45:12.68Z,
1224,Optimize database queries,New,2024-12-27T17:20:37.26Z,2024-12-28T20:20:42.793Z,
1225,"As a user, I need to tag items",Resolved,2024-12-27T17:20:37.45Z,2024-12-28T19:45:13.9Z,
1226,"As a guest, I want to browse the site without login",Resolved,2024-12-27T17:20:37.833Z,2024-12-28T19:45:15.1Z,
1227,"As a user, I want to receive notifications",Resolved,2024-12-27T17:20:38.21Z,2024-12-28T19:45:16.307Z,
1228,"As a user, I need autocomplete for forms",New,2024-12-27T17:20:38.747Z,2024-12-28T19:45:17.507Z,
1229,UI Alignment Issue on Dashboard,Resolved,2024-12-27T17:20:39.143Z,2024-12-28T19:33:26.683Z,
1230,"As a user, I need to tag items",Resolved,2024-12-27T17:20:39.59Z,2024-12-28T19:45:18.72Z,
1231,"As an admin, I need to manage user roles",Active,2024-12-27T17:20:40.27Z,2024-12-28T19:45:19.963Z,
1232,Improve UI responsiveness,New,2024-12-27T17:20:40.443Z,2024-12-28T20:20:44.01Z,
1233,Session Cookie Not Set,New,2024-12-27T17:20:40.85Z,2024-12-28T19:33:27.913Z,
1234,"As a guest, I want to browse the site without login",Resolved,2024-12-27T17:20:41.02Z,2024-12-28T19:45:21.183Z,
1235,Update README with latest changes,New,2024-12-27T17:20:41.21Z,2024-12-28T20:20:45.21Z,
1236,"As a user, I want a mobile-friendly version",Resolved,2024-12-27T17:20:41.693Z,2024-12-28T19:45:22.467Z,
1237,"As a developer, I need detailed error logs",Active,2024-12-27T17:20:41.867Z,2024-12-28T19:45:23.693Z,
1238,Incorrect Validation on Login Form,New,2024-12-27T17:20:42.213Z,2024-12-28T19:33:29.13Z,
1239,"As a user, I need to tag items",Resolved,2024-12-27T17:20:42.42Z,2024-12-28T19:45:24.89Z,
1240,Improve SEO for landing page,New,2024-12-27T17:20:42.96Z,2024-12-28T20:20:46.413Z,
1241,"As a manager, I want to generate reports",Active,2024-12-27T17:20:43.427Z,2024-12-28T19:45:26.14Z,
1242,"As a user, I want a dark mode option",Closed,2024-12-27T17:20:43.84Z,2024-12-28T19:45:27.353Z,
1243,"As a user, I need a responsive UI",Active,2024-12-27T17:20:44.44Z,2024-12-28T19:45:28.563Z,
1244,"As a developer, I need detailed error logs",Closed,2024-12-27T17:20:44.863Z,2024-12-28T19:45:29.767Z,
1245,File Upload Fails,Active,2024-12-27T17:20:46.15Z,2024-12-28T19:33:30.337Z,
1246,"As a user, I want to filter search results",Closed,2024-12-27T17:20:46.71Z,2024-12-28T19:45:31.013Z,
1247,UI Freezing on Button Click,Closed,2024-12-27T17:20:46.89Z,2024-12-28T19:33:31.563Z,
1248,"As a user, I want to set my timezone",Active,2024-12-27T17:20:47.247Z,2024-12-28T19:45:32.24Z,
1249,"As a user, I need file upload capability",New,2024-12-27T17:20:47.94Z,2024-12-28T19:45:33.447Z,
1250,Tooltip Not Displayed,New,2024-12-27T17:20:48.29Z,2024-12-28T19:33:32.74Z,
1251,Add unit tests for new feature,New,2024-12-27T17:20:49.06Z,2024-12-28T20:20:47.607Z,
1252,"As a user, I want to filter search results",Closed,2024-12-27T17:20:49.563Z,2024-12-28T19:45:34.68Z,
1253,"As a user, I need file upload capability",New,2024-12-27T17:20:49.79Z,2024-12-28T19:45:35.897Z,
1254,"As a user, I need keyboard shortcuts",New,2024-12-27T17:20:50.167Z,2024-12-28T19:45:37.12Z,
1255,"As a guest, I want to browse the site without login",Active,2024-12-27T17:20:50.657Z,2024-12-28T19:45:38.317Z,
1256,"As a user, I need multi-language support",Resolved,2024-12-27T17:20:51.293Z,2024-12-28T19:45:44.62Z,
1257,Performance Issue on Load,New,2024-12-27T17:20:51.5Z,2024-12-28T19:33:33.95Z,
1258,"As a user, I want to see my order history",Active,2024-12-27T17:20:52.15Z,2024-12-28T19:45:45.86Z,
1259,Unexpected Logout,New,2024-12-27T17:20:52.343Z,2024-12-28T19:33:35.163Z,
1260,"As a developer, I need detailed error logs",New,2024-12-27T17:20:52.52Z,2024-12-28T19:45:47.087Z,
1261,Search Results Not Accurate,New,2024-12-27T17:20:52.897Z,2024-12-28T19:33:36.37Z,
1262,"As a user, I need to view my profile information",Closed,2024-12-27T17:20:53.593Z,2024-12-28T19:45:48.283Z,
1263,Update API documentation,New,2024-12-27T17:20:54.12Z,2024-12-28T20:20:48.79Z,
1264,"As an admin, I need to schedule tasks",Closed,2024-12-27T17:20:54.523Z,2024-12-28T19:45:49.5Z,
1265,"As a user, I want a dark mode option",Active,2024-12-27T17:20:54.71Z,2024-12-28T19:45:50.697Z,
1266,Incorrect User Role Assignment,New,2024-12-27T17:20:54.917Z,2024-12-28T19:33:37.583Z,
1267,"As a user, I need file upload capability",Active,2024-12-27T17:20:55.327Z,2024-12-28T19:45:51.963Z,
1268,"As a developer, I need detailed error logs",Resolved,2024-12-27T17:20:55.717Z,2024-12-28T19:45:53.15Z,
1269,"As a user, I want to see my order history",Active,2024-12-27T17:20:56.037Z,2024-12-28T19:45:54.387Z,
1270,"As a user, I need to view my profile information",New,2024-12-27T17:20:56.25Z,2024-12-28T19:45:55.563Z,
1271,"As a manager, I want to generate reports",Closed,2024-12-27T17:20:56.81Z,2024-12-28T19:45:56.81Z,
1272,"As a user, I want a mobile-friendly version",Active,2024-12-27T17:20:57Z,2024-12-28T19:45:57.993Z,
1273,"As a user, I need two-factor authentication",Active,2024-12-27T17:20:57.5Z,2024-12-28T19:45:59.24Z,
1274,High Latency in Requests,New,2024-12-27T17:20:57.88Z,2024-12-28T19:33:38.773Z,
1275,Fix memory leak in module X,Active,2024-12-27T17:20:58.06Z,2024-12-28T20:20:49.973Z,Viviana de Oliveira
1276,"As a user, I need keyboard shortcuts",New,2024-12-27T17:20:58.41Z,2024-12-28T19:46:00.44Z,
1277,Calculation Error in Report,Resolved,2024-12-27T17:20:58.743Z,2024-12-28T19:33:39.983Z,
1278,"As a user, I need to change my email address",New,2024-12-27T17:20:59.513Z,2024-12-28T19:46:01.633Z,
1279,Debug performance issue in report generation,New,2024-12-27T17:21:00.39Z,2024-12-28T20:20:51.16Z,
1280,"As a guest, I want to browse the site without login",Active,2024-12-27T17:21:00.57Z,2024-12-28T19:46:02.83Z,
1281,"As a user, I want to deactivate my account",Active,2024-12-27T17:21:00.813Z,2024-12-28T19:46:04.007Z,
1282,"As a user, I need autocomplete for forms",New,2024-12-27T17:21:01.017Z,2024-12-28T19:46:05.233Z,
1283,"As a user, I want to receive notifications",Active,2024-12-27T17:21:01.22Z,2024-12-28T19:46:06.447Z,
1284,"As a developer, I want to access API documentation",New,2024-12-27T17:21:01.753Z,2024-12-28T19:46:07.64Z,
1285,"As a user, I want a mobile-friendly version",Closed,2024-12-27T17:21:01.983Z,2024-12-28T19:46:08.84Z,
1286,"As a user, I want to receive notifications",Resolved,2024-12-27T17:21:02.187Z,2024-12-28T19:46:10.053Z,
1287,"As a user, I need a responsive UI",New,2024-12-27T17:21:02.693Z,2024-12-28T19:46:11.25Z,
1288,"As a developer, I want to access API documentation",Active,2024-12-27T17:21:03.243Z,2024-12-28T19:46:12.487Z,
1289,Add input validation for form Z,New,2024-12-27T17:21:03.63Z,2024-12-28T20:20:52.34Z,
1290,"As a user, I want to see my order history",Active,2024-12-27T17:21:03.99Z,2024-12-28T19:46:13.687Z,
1291,"As a user, I want to export data",New,2024-12-27T17:21:04.757Z,2024-12-28T19:46:14.87Z,
1292,"As a user, I want to deactivate my account",Closed,2024-12-27T17:21:04.977Z,2024-12-28T19:46:16.05Z,
1293,"As a user, I want to set my timezone",Resolved,2024-12-27T17:21:05.52Z,2024-12-28T19:46:17.243Z,
1294,"As a guest, I want to browse the site without login",Resolved,2024-12-27T17:21:06.95Z,2024-12-28T19:46:18.44Z,
1295,"As a user, I need file upload capability",New,2024-12-27T17:21:07.53Z,2024-12-28T19:46:19.637Z,
1296,"As a user, I want to save items to a wishlist",Resolved,2024-12-27T17:21:08.34Z,2024-12-28T19:46:20.857Z,
1297,"As a user, I need to tag items",New,2024-12-27T17:21:10.08Z,2024-12-28T19:46:22.053Z,
1298,"As a user, I need multi-language support",Resolved,2024-12-27T17:21:10.27Z,2024-12-28T19:46:23.247Z,
1299,"As a user, I need two-factor authentication",Closed,2024-12-27T17:21:10.493Z,2024-12-28T19:46:24.44Z,
1300,"As an admin, I want to monitor system logs",Active,2024-12-27T17:21:10.75Z,2024-12-28T19:46:25.65Z,
1301,"As a user, I want to customize my dashboard",New,2024-12-27T17:21:11.11Z,2024-12-28T19:46:26.897Z,
1302,Backend Service Not Responding,New,2024-12-27T17:21:11.637Z,2024-12-28T19:33:41.163Z,
1303,Backend Service Not Responding,New,2024-12-27T17:21:11.827Z,2024-12-28T19:33:42.363Z,
1304,"As a user, I want to export data",Closed,2024-12-27T17:21:12.067Z,2024-12-28T19:46:28.11Z,
1305,"As an admin, I need to view system analytics",New,2024-12-27T17:21:12.313Z,2024-12-28T19:46:29.333Z,
1306,Improve UI responsiveness,Closed,2024-12-27T17:21:12.987Z,2024-12-28T20:20:53.53Z,
1307,Add unit tests for new feature,New,2024-12-27T17:21:13.217Z,2024-12-28T20:20:54.73Z,
1308,"As a user, I want to reset my password",New,2024-12-27T17:21:13.78Z,2024-12-28T19:46:30.567Z,
1309,Improve UI responsiveness,New,2024-12-27T17:21:14.127Z,2024-12-28T20:20:55.967Z,
1310,"As a user, I want to see my order history",Closed,2024-12-27T17:21:14.663Z,2024-12-28T19:46:31.783Z,
1311,Dropdown Menu Not Working,New,2024-12-27T17:21:15.427Z,2024-12-28T19:33:43.58Z,
1312,"As a user, I need file upload capability",Active,2024-12-27T17:21:15.66Z,2024-12-28T19:46:33.023Z,
1313,Improve UI responsiveness,New,2024-12-27T17:21:16.38Z,2024-12-28T20:20:57.173Z,
1314,Session Cookie Not Set,New,2024-12-27T17:21:16.743Z,2024-12-28T19:33:44.77Z,
1315,"As a user, I need two-factor authentication",New,2024-12-27T17:21:16.93Z,2024-12-28T19:46:34.21Z,
1316,"As a user, I want to set my timezone",New,2024-12-27T17:21:17.287Z,2024-12-28T19:46:35.407Z,
1317,Integrate payment gateway,New,2024-12-27T17:21:17.637Z,2024-12-28T20:20:58.4Z,
1318,Invalid Error Message Display,New,2024-12-27T17:21:17.977Z,2024-12-28T19:33:45.947Z,
1319,Set up logging for analytics,New,2024-12-27T17:21:18.307Z,2024-12-28T20:20:59.607Z,
1320,"As a user, I want a dark mode option",Closed,2024-12-27T17:21:18.88Z,2024-12-28T19:46:36.62Z,
1321,Implement pagination in results,New,2024-12-27T17:21:19.067Z,2024-12-28T20:21:00.84Z,
1322,"As a user, I want to deactivate my account",New,2024-12-27T17:21:20.07Z,2024-12-28T19:46:37.81Z,
1323,"As a user, I want to save items to a wishlist",Closed,2024-12-27T17:21:20.607Z,2024-12-28T19:46:39.01Z,
1324,"As a user, I want to deactivate my account",Resolved,2024-12-27T17:21:20.823Z,2024-12-28T19:46:40.197Z,
1325,"As a developer, I want to access API documentation",Closed,2024-12-27T17:21:21Z,2024-12-28T19:46:41.427Z,
1326,"As a guest, I want to browse the site without login",New,2024-12-27T17:21:21.363Z,2024-12-28T19:46:42.643Z,
1327,Debug performance issue in report generation,New,2024-12-27T17:21:21.71Z,2024-12-28T20:21:02.037Z,
1328,"As a user, I need autocomplete for forms",Resolved,2024-12-27T17:21:21.89Z,2024-12-28T19:46:46.35Z,
1329,Calculation Error in Report,New,2024-12-27T17:21:22.063Z,2024-12-28T19:33:47.143Z,
1330,404 Error on Resource Fetch,New,2024-12-27T17:21:22.387Z,2024-12-28T19:33:48.32Z,
1331,"As a user, I want to export data",New,2024-12-27T17:21:22.56Z,2024-12-28T19:46:47.537Z,
1332,Broken Link in Footer,Active,2024-12-27T17:21:22.76Z,2024-12-28T19:18:14.167Z,
1333,Improve UI responsiveness,New,2024-12-27T17:21:22.95Z,2024-12-28T20:21:03.217Z,
1334,"As a manager, I want to generate reports",Closed,2024-12-27T17:21:23.61Z,2024-12-28T19:46:48.743Z,
1335,"As an admin, I need to manage user roles",Active,2024-12-27T17:21:23.957Z,2024-12-28T19:46:49.947Z,
1336,"As a user, I need multi-language support",Active,2024-12-27T17:21:24.34Z,2024-12-28T19:46:51.19Z,
1337,"As a user, I want to see my order history",Resolved,2024-12-27T17:21:24.963Z,2024-12-28T19:46:52.427Z,
1338,"As a user, I want to receive notifications",Active,2024-12-27T17:21:25.313Z,2024-12-28T19:46:53.863Z,
1339,"As a guest, I want to browse the site without login",Active,2024-12-27T17:21:25.5Z,2024-12-28T19:46:55.08Z,
1340,Improve UI responsiveness,New,2024-12-27T17:21:25.86Z,2024-12-28T20:21:04.46Z,
1341,Add tooltip for new button,New,2024-12-27T17:21:26.94Z,2024-12-28T20:21:05.663Z,
1342,"As a user, I need multi-language support",Closed,2024-12-27T17:21:27.3Z,2024-12-28T19:46:56.307Z,
1343,"As a user, I want to save items to a wishlist",New,2024-12-27T17:21:27.51Z,2024-12-28T19:46:57.573Z,
1344,Unexpected Logout,New,2024-12-27T17:21:28.313Z,2024-12-28T19:33:50.75Z,
1345,Update translations for new language,New,2024-12-27T17:21:28.653Z,2024-12-28T20:21:06.907Z,
1346,Tooltip Not Displayed,New,2024-12-27T17:21:28.84Z,2024-12-28T19:33:51.937Z,
1347,Language Translation Incorrect,New,2024-12-27T17:21:29.34Z,2024-12-28T19:33:53.123Z,
1348,Implement dark mode toggle,New,2024-12-27T17:21:29.753Z,2024-12-28T20:21:08.12Z,
1349,"As an admin, I need to manage user roles",Closed,2024-12-27T17:21:29.953Z,2024-12-28T19:46:59.803Z,
1350,"As a user, I need multi-language support",Resolved,2024-12-27T17:21:30.13Z,2024-12-28T19:47:01.03Z,
1351,"As a user, I need a responsive UI",New,2024-12-27T17:21:30.703Z,2024-12-28T19:47:03.493Z,
1352,"As an admin, I want to monitor system logs",Active,2024-12-27T17:21:30.887Z,2024-12-28T19:47:04.7Z,
1353,"As a user, I want to reset my password",Closed,2024-12-27T17:21:31.23Z,2024-12-28T19:47:05.913Z,
1354,"As a user, I need to view my profile information",Active,2024-12-27T17:21:31.7Z,2024-12-28T19:47:07.267Z,
1355,"As a developer, I want to access API documentation",Active,2024-12-27T17:21:31.89Z,2024-12-28T19:47:08.467Z,
1356,Integrate payment gateway,New,2024-12-27T17:21:32.06Z,2024-12-28T20:21:09.36Z,
1357,"As a guest, I need limited access",Resolved,2024-12-27T17:21:32.66Z,2024-12-28T19:47:09.67Z,
1358,"As a developer, I want to access API documentation",New,2024-12-27T17:21:33.033Z,2024-12-28T19:47:10.877Z,
1359,Migrate database schema,New,2024-12-27T17:21:33.307Z,2024-12-28T20:21:10.623Z,
1360,"As a user, I want to set my timezone",New,2024-12-27T17:21:33.697Z,2024-12-28T19:47:12.107Z,
1361,"As a user, I need to view my profile information",Closed,2024-12-27T17:21:34.313Z,2024-12-28T19:47:13.323Z,
1362,"As a user, I need two-factor authentication",New,2024-12-27T17:21:34.5Z,2024-12-28T19:47:14.547Z,
1363,Debug performance issue in report generation,New,2024-12-27T17:21:34.847Z,2024-12-28T20:21:11.82Z,
1364,"As an admin, I need to manage user roles",Closed,2024-12-27T17:21:35.04Z,2024-12-28T19:47:15.787Z,
1365,"As an admin, I need to view system analytics",New,2024-12-27T17:21:35.433Z,2024-12-28T19:47:17.053Z,
1366,"As a user, I need file upload capability",New,2024-12-27T17:21:35.637Z,2024-12-28T19:47:18.25Z,
1367,"As a user, I want to see my order history",New,2024-12-27T17:21:36.007Z,2024-12-28T19:47:19.447Z,
1368,"As a user, I need to change my email address",Resolved,2024-12-27T17:21:36.183Z,2024-12-28T19:47:20.667Z,
1369,UI Freezing on Button Click,New,2024-12-27T17:21:37.803Z,2024-12-28T19:18:19.07Z,
1370,Integrate payment gateway,New,2024-12-27T17:21:37.977Z,2024-12-28T20:21:13.023Z,
1371,"As a user, I want to filter search results",Active,2024-12-27T17:21:38.523Z,2024-12-28T19:47:21.883Z,
1372,"As a user, I want to reset my password",Active,2024-12-27T17:21:38.7Z,2024-12-28T19:47:23.13Z,
1373,Fix alignment issues in mobile view,New,2024-12-27T17:21:38.87Z,2024-12-28T20:21:14.23Z,
1374,"As a user, I need multi-language support",Closed,2024-12-27T17:21:39.123Z,2024-12-28T19:47:24.34Z,
1375,"As a user, I need a responsive UI",Resolved,2024-12-27T17:21:39.65Z,2024-12-28T19:47:25.573Z,
1376,Add input validation for form Z,New,2024-12-27T17:21:40.027Z,2024-12-28T20:21:15.467Z,
1377,"As a user, I want to export data",New,2024-12-27T17:21:40.24Z,2024-12-28T19:47:26.783Z,
1378,Optimize database queries,New,2024-12-27T17:21:40.63Z,2024-12-28T20:21:16.733Z,
1379,"As a user, I need autocomplete for forms",New,2024-12-27T17:21:41.17Z,2024-12-28T19:47:27.993Z,
1380,Event Listener Memory Leak,New,2024-12-27T17:21:41.34Z,2024-12-28T19:33:55.497Z,
1381,"As a user, I need keyboard shortcuts",New,2024-12-27T17:21:42.19Z,2024-12-28T19:47:29.33Z,
1382,Integrate payment gateway,Active,2024-12-27T17:21:42.5Z,2024-12-28T20:21:18.11Z,Viviana de Oliveira
1383,Dropdown Menu Not Working,Closed,2024-12-27T17:21:42.8Z,2024-12-28T19:33:56.683Z,
1384,"As a developer, I want to access API documentation",Closed,2024-12-27T17:21:43.02Z,2024-12-28T19:47:30.62Z,
1385,"As an admin, I need to schedule tasks",Closed,2024-12-27T17:21:44.42Z,2024-12-28T19:47:31.8Z,
1386,"As a user, I need two-factor authentication",Closed,2024-12-27T17:21:44.59Z,2024-12-28T19:47:33.007Z,
1387,"As a user, I need to view my profile information",New,2024-12-27T17:21:44.917Z,2024-12-28T19:47:34.207Z,
1388,Implement pagination in results,New,2024-12-27T17:21:45.09Z,2024-12-28T20:21:19.303Z,
1389,"As an admin, I want to monitor system logs",New,2024-12-27T17:21:45.637Z,2024-12-28T19:47:35.397Z,
1390,"As a user, I need to view my profile information",Closed,2024-12-27T17:21:46.303Z,2024-12-28T19:47:36.597Z,
1391,"As a user, I need a responsive UI",Closed,2024-12-27T17:21:46.863Z,2024-12-28T19:47:37.773Z,
1392,"As a user, I need to tag items",Resolved,2024-12-27T17:21:47.05Z,2024-12-28T19:47:39.03Z,
1393,"As a user, I want to export data",New,2024-12-27T17:21:47.253Z,2024-12-28T19:47:40.217Z,
1394,Implement dark mode toggle,New,2024-12-27T17:21:47.437Z,2024-12-28T20:21:20.517Z,
1395,"As a developer, I want to access API documentation",New,2024-12-27T17:21:47.637Z,2024-12-28T19:47:41.433Z,
1396,Update front-end library versions,New,2024-12-27T17:21:47.82Z,2024-12-28T20:21:21.7Z,
1397,Resolve merge conflicts,New,2024-12-27T17:21:48.15Z,2024-12-28T20:21:22.873Z,
1398,Implement caching for API,New,2024-12-27T17:21:48.32Z,2024-12-28T20:21:24.07Z,
1399,Data Not Saving Properly,Active,2024-12-27T17:21:48.493Z,2024-12-28T19:33:57.9Z,
1400,Fix alignment issues in mobile view,New,2024-12-27T17:21:48.683Z,2024-12-28T20:21:25.487Z,
