id,System.Title,System.State,System.CreatedDate,System.ChangedDate,System.AssignedTo
936,"As a guest, I need limited access",Active,27/12/2024,28/12/2024,
937,"As a user, I want to export data",Resolved,27/12/2024,28/12/2024,
938,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
939,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
940,Improve error handling in service Y,New,27/12/2024,28/12/2024,
941,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
942,Update front-end library versions,New,27/12/2024,28/12/2024,
943,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
944,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
945,"As a guest, I need limited access",Active,27/12/2024,28/12/2024,
946,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
947,"As a user, I want to see my order history",Closed,27/12/2024,28/12/2024,
948,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
949,"As a user, I need autocomplete for forms",Closed,27/12/2024,28/12/2024,
950,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
951,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
952,Debug performance issue in report generation,New,27/12/2024,28/12/2024,
953,Database Deadlock Occurrence,New,27/12/2024,28/12/2024,
954,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
955,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
956,Incorrect User Role Assignment,New,27/12/2024,28/12/2024,
957,"As a user, I want a dark mode option",Resolved,27/12/2024,28/12/2024,
958,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
959,Set up logging for analytics,New,27/12/2024,28/12/2024,
960,Add unit tests for new feature,New,27/12/2024,28/12/2024,
961,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
962,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
963,Redesign homepage layout,New,27/12/2024,28/12/2024,
964,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
965,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
966,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
967,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
968,"As a user, I want a dark mode option",New,27/12/2024,28/12/2024,
969,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
970,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
971,Add unit tests for new feature,New,27/12/2024,28/12/2024,
972,High Latency in Requests,New,27/12/2024,28/12/2024,
973,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
974,Error on Data Import,New,27/12/2024,28/12/2024,
975,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
976,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
977,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
978,Update translations for new language,New,27/12/2024,28/12/2024,
979,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
980,"As a user, I need multi-language support",Closed,27/12/2024,28/12/2024,
981,Broken Pagination Controls,New,27/12/2024,28/12/2024,
982,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
983,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
984,"As a user, I need a responsive UI",Resolved,27/12/2024,28/12/2024,
985,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
986,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
987,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
988,Implement caching for API,New,27/12/2024,28/12/2024,
989,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
990,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
991,Null Pointer Exception Detected,New,27/12/2024,28/12/2024,
992,Update translations for new language,New,27/12/2024,28/12/2024,
993,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
994,"As a user, I need autocomplete for forms",Resolved,27/12/2024,28/12/2024,
995,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
996,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
997,"As a guest, I need limited access",Active,27/12/2024,28/12/2024,
998,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
999,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1000,Refactor user authentication module,New,27/12/2024,28/12/2024,
1001,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1002,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1003,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1004,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
1005,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1006,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
1007,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1008,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
1009,Fix alignment issues in mobile view,New,27/12/2024,28/12/2024,
1010,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1011,Unexpected Logout,New,27/12/2024,28/12/2024,
1012,Auto-suggestion Not Working,New,27/12/2024,28/12/2024,
1013,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1014,High Latency in Requests,New,27/12/2024,28/12/2024,
1015,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1016,High Latency in Requests,New,27/12/2024,28/12/2024,
1017,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
1018,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1019,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1020,Fix memory leak in module X,New,27/12/2024,28/12/2024,
1021,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1022,Debug performance issue in report generation,New,27/12/2024,28/12/2024,
1023,High Latency in Requests,New,27/12/2024,28/12/2024,
1024,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
1025,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
1026,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1027,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
1028,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1029,"As a user, I want to export data",Resolved,27/12/2024,28/12/2024,
1030,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1031,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1032,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1033,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
1034,"As a guest, I need limited access",Active,27/12/2024,28/12/2024,
1035,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1036,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1037,Write integration tests,New,27/12/2024,28/12/2024,
1038,Improve SEO for landing page,New,27/12/2024,28/12/2024,
1039,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1040,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1041,Improve SEO for landing page,New,27/12/2024,28/12/2024,
1042,"As a user, I need two-factor authentication",Resolved,27/12/2024,28/12/2024,
1043,Implement caching for API,New,27/12/2024,28/12/2024,
1044,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1045,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1046,Add unit tests for new feature,New,27/12/2024,28/12/2024,
1047,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
1048,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1049,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1050,"As a user, I want to export data",Active,27/12/2024,28/12/2024,
1051,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
1052,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1053,Fix session expiration issue,New,27/12/2024,28/12/2024,
1054,Implement pagination in results,New,27/12/2024,28/12/2024,
1055,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1056,Null Pointer Exception Detected,New,27/12/2024,28/12/2024,
1057,Implement caching for API,New,27/12/2024,28/12/2024,
1058,"As a user, I want a mobile-friendly version",Closed,27/12/2024,28/12/2024,
1059,"As a guest, I want to browse the site without login",Closed,27/12/2024,28/12/2024,
1060,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
1061,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1062,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1063,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1064,Broken Pagination Controls,New,27/12/2024,28/12/2024,
1065,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1066,"As a user, I want to receive notifications",Closed,27/12/2024,28/12/2024,
1067,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1068,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
1069,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1070,"As an admin, I need to view system analytics",Resolved,27/12/2024,28/12/2024,
1071,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1072,"As a user, I want to deactivate my account",New,27/12/2024,28/12/2024,
1073,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1074,Resolve merge conflicts,New,27/12/2024,28/12/2024,
1075,UI Freezing on Button Click,Resolved,27/12/2024,28/12/2024,
1076,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1077,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,
1078,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1079,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1080,"As a user, I want a mobile-friendly version",Closed,27/12/2024,28/12/2024,
1081,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
1082,Configure CI/CD pipeline,New,27/12/2024,28/12/2024,
1083,Add tooltip for new button,New,27/12/2024,28/12/2024,
1084,"As a user, I need two-factor authentication",Active,27/12/2024,28/12/2024,
1085,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1086,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1087,"As a user, I want to customize my dashboard",Active,27/12/2024,28/12/2024,
1088,"As a user, I need autocomplete for forms",Closed,27/12/2024,28/12/2024,
1089,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1090,Unexpected Logout,New,27/12/2024,28/12/2024,
1091,"As a user, I need file upload capability",Resolved,27/12/2024,28/12/2024,
1092,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1093,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1094,Session Cookie Not Set,New,27/12/2024,28/12/2024,
1095,"As an admin, I need to schedule tasks",Resolved,27/12/2024,28/12/2024,
1096,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
1097,Tooltip Not Displayed,Resolved,27/12/2024,28/12/2024,
1098,"As a user, I need to change my email address",Closed,27/12/2024,28/12/2024,
1099,Update front-end library versions,New,27/12/2024,28/12/2024,
1100,Implement pagination in results,Closed,27/12/2024,28/12/2024,
1101,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1102,Optimize database queries,New,27/12/2024,28/12/2024,
1103,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1104,"As a user, I want to customize my dashboard",Closed,27/12/2024,28/12/2024,
1105,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1106,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1107,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
1108,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1109,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
1110,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1111,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
1112,Implement role-based access control,New,27/12/2024,28/12/2024,
1113,"As a user, I want a dark mode option",Resolved,27/12/2024,28/12/2024,
1114,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1115,"As an admin, I need to view system analytics",Closed,27/12/2024,28/12/2024,
1116,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1117,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1118,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
1119,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1120,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1121,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
1122,Implement pagination in results,New,27/12/2024,28/12/2024,
1123,Write integration tests,New,27/12/2024,28/12/2024,
1124,"As a user, I need a responsive UI",Active,27/12/2024,28/12/2024,
1125,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1126,File Upload Fails,New,27/12/2024,28/12/2024,
1127,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
1128,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1129,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1130,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1131,"As a developer, I need detailed error logs",New,27/12/2024,28/12/2024,
1132,"As a user, I need to view my profile information",Resolved,27/12/2024,28/12/2024,
1133,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
1134,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1135,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1136,"As a user, I want to customize my dashboard",Closed,27/12/2024,28/12/2024,
1137,Implement pagination in results,Closed,27/12/2024,28/12/2024,
1138,Fix race condition in thread management,New,27/12/2024,28/12/2024,
1139,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1140,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1141,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
1142,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1143,Update README with latest changes,New,27/12/2024,28/12/2024,
1144,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
1145,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1146,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1147,Database Deadlock Occurrence,New,27/12/2024,28/12/2024,
1148,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
1149,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1150,"As a user, I need to change my email address",Closed,27/12/2024,28/12/2024,
1151,"As an admin, I need to manage user roles",New,27/12/2024,28/12/2024,
1152,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1153,"As a user, I need keyboard shortcuts",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1154,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1155,"As a user, I want to set my timezone",Closed,27/12/2024,28/12/2024,
1156,"As a guest, I need limited access",New,27/12/2024,28/12/2024,
1157,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1158,Language Translation Incorrect,New,27/12/2024,28/12/2024,
1159,Refactor user authentication module,New,27/12/2024,28/12/2024,
1160,Performance Issue on Load,New,27/12/2024,28/12/2024,
1161,"As a guest, I want to browse the site without login",Closed,27/12/2024,28/12/2024,
1162,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
1163,Implement pagination in results,New,27/12/2024,28/12/2024,
1164,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1165,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1166,"As a user, I want to export data",Resolved,27/12/2024,28/12/2024,
1167,Update API documentation,New,27/12/2024,28/12/2024,
1168,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1169,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
1170,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1171,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1172,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1173,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
1174,Optimize database queries,New,27/12/2024,28/12/2024,
1175,"As an admin, I need to view system analytics",Closed,27/12/2024,28/12/2024,
1176,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1177,Fix memory leak in module X,New,27/12/2024,28/12/2024,
1178,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1179,"As a user, I want to see my order history",Closed,27/12/2024,28/12/2024,
1180,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1181,Incorrect Validation on Login Form,Resolved,27/12/2024,28/12/2024,
1182,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1183,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,Viviana de Oliveira
1184,Broken Link in Footer,New,27/12/2024,28/12/2024,
1185,Configure CI/CD pipeline,New,27/12/2024,28/12/2024,
1186,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1187,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1188,Fix session expiration issue,New,27/12/2024,28/12/2024,
1189,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1190,Unexpected Logout,New,27/12/2024,28/12/2024,
1191,Redesign homepage layout,New,27/12/2024,28/12/2024,
1192,Optimize image loading,New,27/12/2024,28/12/2024,
1193,"As a user, I need two-factor authentication",Active,27/12/2024,28/12/2024,
1194,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
1195,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1196,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
1197,High Latency in Requests,New,27/12/2024,28/12/2024,
1198,Language Translation Incorrect,Closed,27/12/2024,28/12/2024,
1199,Null Pointer Exception Detected,New,27/12/2024,28/12/2024,
1200,"As a user, I want to customize my dashboard",Active,27/12/2024,28/12/2024,
1201,"As a user, I want to export data",Resolved,27/12/2024,28/12/2024,
1202,"As an admin, I want to monitor system logs",New,27/12/2024,28/12/2024,
1203,Event Listener Memory Leak,Active,27/12/2024,28/12/2024,
1204,"As a user, I want a dark mode option",Resolved,27/12/2024,28/12/2024,
1205,Redesign homepage layout,New,27/12/2024,28/12/2024,
1206,Add unit tests for new feature,New,27/12/2024,28/12/2024,
1207,Implement dark mode toggle,New,27/12/2024,28/12/2024,
1208,"As a user, I need to tag items",Closed,27/12/2024,28/12/2024,
1209,Memory Leak in Module X,New,27/12/2024,28/12/2024,
1210,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1211,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1212,"As a user, I want to deactivate my account",New,27/12/2024,28/12/2024,
1213,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1214,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1215,Document deployment process,New,27/12/2024,28/12/2024,
1216,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
1217,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
1218,Calculation Error in Report,New,27/12/2024,28/12/2024,
1219,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1220,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1221,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1222,Write integration tests,New,27/12/2024,28/12/2024,
1223,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1224,Optimize database queries,New,27/12/2024,28/12/2024,
1225,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1226,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1227,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1228,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1229,UI Alignment Issue on Dashboard,Resolved,27/12/2024,28/12/2024,
1230,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1231,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
1232,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1233,Session Cookie Not Set,New,27/12/2024,28/12/2024,
1234,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1235,Update README with latest changes,New,27/12/2024,28/12/2024,
1236,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1237,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
1238,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
1239,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1240,Improve SEO for landing page,New,27/12/2024,28/12/2024,
1241,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1242,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1243,"As a user, I need a responsive UI",Active,27/12/2024,28/12/2024,
1244,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
1245,File Upload Fails,Active,27/12/2024,28/12/2024,
1246,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1247,UI Freezing on Button Click,Closed,27/12/2024,28/12/2024,
1248,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1249,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1250,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
1251,Add unit tests for new feature,New,27/12/2024,28/12/2024,
1252,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1253,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1254,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1255,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1256,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1257,Performance Issue on Load,New,27/12/2024,28/12/2024,
1258,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1259,Unexpected Logout,New,27/12/2024,28/12/2024,
1260,"As a developer, I need detailed error logs",New,27/12/2024,28/12/2024,
1261,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1262,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1263,Update API documentation,New,27/12/2024,28/12/2024,
1264,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1265,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
1266,Incorrect User Role Assignment,New,27/12/2024,28/12/2024,
1267,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1268,"As a developer, I need detailed error logs",Resolved,27/12/2024,28/12/2024,
1269,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1270,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
1271,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1272,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1273,"As a user, I need two-factor authentication",Active,27/12/2024,28/12/2024,
1274,High Latency in Requests,New,27/12/2024,28/12/2024,
1275,Fix memory leak in module X,Active,27/12/2024,28/12/2024,Viviana de Oliveira
1276,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1277,Calculation Error in Report,Resolved,27/12/2024,28/12/2024,
1278,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1279,Debug performance issue in report generation,New,27/12/2024,28/12/2024,
1280,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1281,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
1282,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1283,"As a user, I want to receive notifications",Active,27/12/2024,28/12/2024,
1284,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1285,"As a user, I want a mobile-friendly version",Closed,27/12/2024,28/12/2024,
1286,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1287,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
1288,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
1289,Add input validation for form Z,New,27/12/2024,28/12/2024,
1290,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1291,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1292,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1293,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
1294,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1295,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1296,"As a user, I want to save items to a wishlist",Resolved,27/12/2024,28/12/2024,
1297,"As a user, I need to tag items",New,27/12/2024,28/12/2024,
1298,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1299,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
1300,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1301,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
1302,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1303,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1304,"As a user, I want to export data",Closed,27/12/2024,28/12/2024,
1305,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
1306,Improve UI responsiveness,Closed,27/12/2024,28/12/2024,
1307,Add unit tests for new feature,New,27/12/2024,28/12/2024,
1308,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1309,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1310,"As a user, I want to see my order history",Closed,27/12/2024,28/12/2024,
1311,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
1312,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1313,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1314,Session Cookie Not Set,New,27/12/2024,28/12/2024,
1315,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1316,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1317,Integrate payment gateway,New,27/12/2024,28/12/2024,
1318,Invalid Error Message Display,New,27/12/2024,28/12/2024,
1319,Set up logging for analytics,New,27/12/2024,28/12/2024,
1320,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1321,Implement pagination in results,New,27/12/2024,28/12/2024,
1322,"As a user, I want to deactivate my account",New,27/12/2024,28/12/2024,
1323,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1324,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1325,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1326,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1327,Debug performance issue in report generation,New,27/12/2024,28/12/2024,
1328,"As a user, I need autocomplete for forms",Resolved,27/12/2024,28/12/2024,
1329,Calculation Error in Report,New,27/12/2024,28/12/2024,
1330,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1331,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1332,Broken Link in Footer,Active,27/12/2024,28/12/2024,
1333,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1334,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1335,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
1336,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1337,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
1338,"As a user, I want to receive notifications",Active,27/12/2024,28/12/2024,
1339,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1340,Improve UI responsiveness,New,27/12/2024,28/12/2024,
1341,Add tooltip for new button,New,27/12/2024,28/12/2024,
1342,"As a user, I need multi-language support",Closed,27/12/2024,28/12/2024,
1343,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
